Name,Release Date,Retail Price,Sale Price,Size,Sale Date,52wk High|Low,12mo Trade Range,Volatility,# of Sales,Price Premium,Avg Resale Price
/nike-air-presto-off-white,09/09/2017,$160,"$2,050",9,"Sunday, October 4, 2020","High $3,224 | Low $1,400","$1,837 - $2,263",10.4%,277,1181.3%,"$2,144"
/jordan-12-retro-psny,12/17/2015,$300,$340,11,"Saturday, October 3, 2020",High $760 | Low $241,$298 - $382,12.3%,224,13.3%,$351
/nike-air-max-97-ultra-17-skepta,09/02/2017,$180,$315,10.5,"Sunday, October 4, 2020",High $515 | Low $101,$227 - $403,27.9%,224,75.0%,$295
/air-jordan-1-mid-pine-green-gs,12/18/2018,$100,$359,7Y,"Friday, October 2, 2020",High $577 | Low $163,$272 - $446,24.3%,217,259.0%,$295
/nike-air-max-97-off-white,11/01/2017,$190,"$1,250",10,"Sunday, October 4, 2020","High $1,815 | Low $684","$1,053 - $1,447",15.8%,211,557.9%,"$1,240"
/adidas-yeezy-boost-350-turtledove,06/27/2015,$200,"$1,500",8,"Saturday, October 3, 2020","High $2,000 | Low $900","$1,302 - $1,698",13.2%,207,650.0%,"$1,501"
/nike-kyrie-4-confetti,12/16/2017,$120,$300,14,"Saturday, October 3, 2020","High $2,000 | Low $252",$197 - $403,34.3%,176,150.0%,$428
/nike-air-force-1-low-canvas-travis-scott-af100,12/02/2017,$150,"$1,412",13,"Sunday, October 4, 2020","High $2,192 | Low $626","$1,051 - $1,773",25.6%,146,841.3%,"$1,233"
/puma-bow-slide-rihanna-fenty-olive-w,03/09/2017,$90,$117,9.5W,"Saturday, October 3, 2020",High $156 | Low $45,$100 - $134,14.3%,130,30.0%,$82
/nike-air-more-uptempo-supreme-black,04/27/2017,$190,$650,10.5,"Saturday, October 3, 2020",High $858 | Low $350,$569 - $731,12.4%,127,242.1%,$553
/jordan-1-retro-fragment,12/27/2014,$185,"$3,398",12,"Saturday, October 3, 2020","High $4,599 | Low $1,578","$2,950 - $3,846",13.2%,122,1736.7%,"$3,244"
/nike-air-max-97-country-camo-germany,12/21/2017,$180,$245,9.5,"Thursday, October 1, 2020",High $308 | Low $87,$219 - $271,10.5%,100,36.1%,$222
/nike-nike-air-max-1-sport-royal-2017,03/11/2017,$140,$368,5,"Friday, October 2, 2020",High $660 | Low $122,$278 - $458,24.5%,94,162.9%,$336
/air-max-98-supreme-black,04/28/2016,$175,$460,10.5,"Saturday, October 3, 2020",High $700 | Low $245,$362 - $558,21.4%,70,162.9%,$403
/adidas-yeezy-boost-350-v2-flax,02/22/2020,$220,$335,9,"Sunday, October 4, 2020",High $550 | Low $246,$294 - $376,12.2%,903,52.3%,$357
/air-jordan-new-beginnings-pack-1-nike-air-ship,02/12/2020,$350,"$1,888",10,"Saturday, October 3, 2020","High $3,224 | Low $499","$1,721 - $2,055",8.9%,838,439.4%,"$1,630"
/air-jordan-1-mid-se-lakers,02/01/2019,$120,$533,7.5,"Saturday, October 3, 2020",High $654 | Low $75,$457 - $609,14.2%,733,344.2%,$218
/air-jordan-4-retro-levis-black,06/30/2018,$225,$415,9,"Saturday, October 3, 2020",High $654 | Low $225,$376 - $454,9.5%,507,84.4%,$371
/nike-air-force-1-high-emotionally-unavailable,03/14/2019,$160,$149,8.5,"Saturday, October 3, 2020",High $268 | Low $47,$123 - $174,17.3%,506,$95,
/adidas-ultra-boost-4-game-of-thrones-house-stark,03/22/2019,$180,$265,10.5,"Saturday, October 3, 2020",High $350 | Low $93,$232 - $298,12.6%,441,47.2%,$201
/air-jordan-1-retro-low-slip-chicago-w,03/01/2019,$100,$160,8.5W,"Friday, October 2, 2020",High $378 | Low $55,$114 - $206,28.8%,403,60.0%,$123
/air-jordan-delta-sp-sail,04/18/2020,$150,$111,11,"Thursday, October 1, 2020",High $387 | Low $100,$75 - $147,32.6%,405,$174,
/jordan-10-retro-drake-ovo-black,02/13/2016,$225,$483,10,"Friday, October 2, 2020",High $699 | Low $153,$415 - $551,14.1%,405,114.6%,$278
/nike-air-fear-of-god-1-orange-pulse,06/01/2019,$350,$530,9.5,"Friday, October 2, 2020","High $1,500 | Low $381",$455 - $605,14.1%,399,51.4%,$525
/nike-air-max-95-atmos-animal-pack-2-2018-black-box,03/17/2018,$200,$373,7.5,"Friday, October 2, 2020",High $999 | Low $181,$351 - $395,5.8%,357,86.5%,$369
/air-jordan-1-retro-high-6-rings,05/01/2018,$160,$560,9,"Friday, October 2, 2020",High $782 | Low $230,$494 - $626,11.9%,339,250.0%,$402
/jordan-3-retro-black-cement-2011,11/25/2011,$160,$425,11.5,"Saturday, October 3, 2020",High $475 | Low $180,$354 - $496,16.7%,333,165.6%,$312
/air-jordan-4-retro-kaws-black,11/27/2017,$350,"$1,315",12,"Thursday, October 1, 2020","High $2,199 | Low $525","$1,094 - $1,536",16.8%,313,275.7%,"$1,060"
/nike-react-element-87-sail-light-bone,07/13/2018,$160,$375,12,"Friday, October 2, 2020",High $669 | Low $300,$323 - $427,13.9%,284,134.4%,$420
/nike-zoom-rookie-galaxy-2019,02/22/2019,$220,$325,10.5,"Saturday, October 3, 2020",High $495 | Low $175,$294 - $356,9.5%,275,47.7%,$269
/nike-air-max-90-off-white,09/09/2017,$160,"$1,864",12,"Friday, October 2, 2020","High $3,140 | Low $1,052","$1,661 - $2,066",10.9%,242,1064.6%,"$1,543"
/adidas-yeezy-boost-750-light-grey-glow-in-the-dark,06/11/2016,$350,$800,12.5,"Friday, October 2, 2020","High $1,720 | Low $700",$625 - $975,21.9%,241,128.6%,"$1,118"
/nike-air-max-1-atmos-2017,03/18/2017,$150,$938,8.5,"Saturday, October 3, 2020","High $1,484 | Low $420","$856 - $1,019",8.7%,220,524.9%,$881
/air-jordan-13-retro-he-got-game-2018-gs,08/04/2018,$140,$284,6.5Y,"Friday, October 2, 2020",High $372 | Low $150,$265 - $303,6.8%,217,102.9%,$231
/adidas-nmd-xr1-og-black,05/20/2017,$150,$188,11.5,"Friday, October 2, 2020",High $499 | Low $120,$146 - $230,22.2%,197,25.3%,$225
/adidas-4d-runner-pharrell-tech-olive,01/11/2020,$400,$325,11,"Friday, October 2, 2020",High $570 | Low $150,$261 - $389,19.7%,182,$279,
/nike-zoom-fly-off-white,11/01/2017,$170,$745,6.5,"Sunday, October 4, 2020","High $1,303 | Low $502",$599 - $891,19.6%,166,338.2%,$822
/nike-air-max-1-master,03/25/2017,$130,$557,8,"Friday, October 2, 2020","High $1,186 | Low $199",$453 - $660,18.6%,145,328.2%,$568
/adidas-ultra-boost-sneakersnstuff-social-status,02/08/2017,$200,$293,10,"Saturday, October 3, 2020",High $391 | Low $160,$236 - $350,19.4%,141,46.5%,$249
/nike-air-max-97-cristiano-ronaldo-portugal-patchwork,04/24/2018,$170,$350,10,"Friday, October 2, 2020",High $580 | Low $172,$283 - $417,19.0%,124,105.9%,$306
/jordan-1-retro-shadow-2013,07/13/2013,$140,$455,9.5,"Sunday, October 4, 2020",High $649 | Low $190,$367 - $543,19.4%,110,225.0%,$350
/nike-air-force-1-low-3x1-denim-raw-indigo,05/24/2019,$130,$141,10.5,"Saturday, October 3, 2020",High $323 | Low $80,$107 - $175,24.4%,89,8.5%,$144
/nike-dunk-sb-low-diamond-supply-co-tiffany,08/01/2005,,"$4,450",10.5,"Thursday, October 1, 2020","High $4,550 | Low $650","$3,853 - $5,047",13.4%,83,"$2,401",
/jordan-10-retro-doernbecher,11/23/2013,$170,$244,10,"Friday, October 2, 2020",High $415 | Low $167,$186 - $302,23.9%,80,43.5%,$289
/nike-dunk-sb-low-stussy-cherry,07/01/2005,$150,"$2,000",11,"Saturday, October 3, 2020","High $10,000 | Low $889","$1,700 - $2,300",15.0%,78,1233.3%,"$2,077"
/nike-air-max-97-country-camo-uk,12/21/2017,$180,$125,8.5,"Friday, October 2, 2020",High $426 | Low $87,$62 - $188,50.3%,73,$196,
/lebron-8-south-beach-pre-heat,10/16/2010,$160,"$1,499",11.5,"Friday, October 2, 2020","High $1,770 | Low $537","$1,253 - $1,745",16.4%,56,836.9%,$989
/adidas-yeezy-boost-750-light-brown,02/14/2015,$350,"$1,650",12,"Thursday, October 1, 2020","High $4,633 | Low $1,290","$1,063 - $2,237",35.6%,49,371.4%,"$2,034"
/kobe-10-elite-htm-shark-jaw,10/01/2015,$250,$324,10,"Thursday, October 1, 2020",High $888 | Low $275,$209 - $439,35.6%,47,29.6%,$509
/foamposite-one-supreme-nyc-black,04/03/2014,$250,"$1,043",9,"Saturday, October 3, 2020","High $2,000 | Low $675","$756 - $1,330",27.5%,42,317.2%,"$1,150"
/jordan-11-retro-concord-dmp-2006,01/28/2006,$148,$550,9,"Friday, October 2, 2020",High $792 | Low $400,$458 - $642,16.7%,36,271.6%,$564
/adidas-zx-5000-undftd-x-bape-camo,04/20/2013,$180,$495,Size 10,,High $500 | Low $200,$430 - $560,13.1%,19,175.0%,$360
/air-jordan-1-retro-satin,10/18/2016,$175,"$3,280",Size 8.5,,"High $4,299 | Low $2,100","$2,820 - $3,740",14.0%,17,1774.3%,"$2,979"
/asics-gel-lyte-iii-ronnie-fieg-homage-special-box,12/23/2015,$325,$700,Size 10,,"High $1,600 | Low $325",$415 - $985,40.7%,16,115.4%,$680
/adidas-copa-mundial-17-ultra-boost-kith-cobras,06/02/2017,$220,$210,Size 9,,High $450 | Low $175,$124 - $296,41.2%,10,$296,
/nike-dunk-sb-low-supreme-ny-black-cement-2002,09/01/2002,$65,"$7,499",Size 10.5,,"High $8,600 | Low $2,186","$5,477 - $9,521",27.0%,9,11436.9%,"$4,704"
/nike-dunk-sb-low-paris,03/01/2002,,"$11,719",Size 10.5,,"High $51,950 | Low $11,719","-$2,870 - $26,308",124.5%,4,"$28,917",
/nike-sb-blazer-mid-soulland-fri-day-03,11/22/2019,$90,$220,Size 8,,High $391 | Low $130,$177 - $263,19.4%,1625,144.4%,$191
/nike-kobe-4-protro-undefeated-san-antonio-spurs,08/24/2019,$180,$385,Size 10,,High $950 | Low $102,$324 - $446,15.9%,978,113.9%,$280
/nike-adapt-bb-mag,05/29/2019,$350,$545,Size 11,,High $968 | Low $320,$465 - $625,14.7%,769,55.7%,$553
/nike-air-vapormax-2019-cpfm,05/14/2019,$250,"$1,275",Size 12W,,"High $1,850 | Low $354","$929 - $1,621",27.1%,717,410.0%,$749
/air-jordan-12-retro-michigan,06/23/2018,$225,$455,Size 13,,High $522 | Low $169,$410 - $500,9.8%,717,102.2%,$289
/air-jordan-1-retro-high-blue-moon,05/01/2018,$160,$619,Size 8,,"High $1,040 | Low $105",$429 - $809,30.7%,614,286.9%,$391
/vans-old-skool-david-bowie-aladdin-sane,04/05/2019,$75,$190,Size 8.5,,High $314 | Low $62,$147 - $233,22.4%,406,153.3%,$165
/nike-lebron-16-low-safari,03/02/2019,$175,$200,Size 12,,High $356 | Low $101,$159 - $241,20.4%,402,14.3%,$192
/nike-air-force-1-low-roc-a-fella-af100,11/30/2017,$150,$340,Size 9,,High $581 | Low $131,$283 - $397,16.8%,402,126.7%,$276
/adidas-yeezy-powerphase-calabasas-core-white,03/28/2017,$120,$450,Size 6,,High $500 | Low $100,$383 - $517,15.0%,394,275.0%,$248
/jordan-10-retro-drake-ovo-white,09/12/2015,$225,$445,Size 10,,High $569 | Low $220,$395 - $495,11.3%,333,97.8%,$359
/air-jordan-4-retro-kaws-black,11/27/2017,$350,"$1,315",Size 12,,"High $2,199 | Low $525","$1,094 - $1,536",16.8%,313,275.7%,"$1,060"
/air-jordan-1-retro-high-gold-top-3,11/04/2017,$160,$785,Size 8,,"High $1,024 | Low $350",$703 - $868,10.5%,203,390.8%,$572
/converse-chuck-taylor-all-star-70s-hi-fear-of-god-black,11/04/2018,,$162,Size 4.5,,High $452 | Low $150,$113 - $211,30.4%,174,$268,
/jordan-12-retro-ovo-white,10/01/2016,$225,"$1,000",Size 12,,"High $1,699 | Low $500","$868 - $1,132",13.2%,171,344.4%,$749
/nike-react-element-87-desert-sand,08/14/2018,$160,$211,Size 11.5,,High $266 | Low $60,$158 - $265,25.1%,170,32.2%,$160
/nike-air-max-97-country-camo-usa,12/21/2017,$180,$225,Size 13,,High $308 | Low $77,$189 - $261,16.2%,156,25.0%,$185
/nike-react-element-87-dark-grey-photo-blue,08/14/2018,$160,$123,Size 8,,High $378 | Low $80,$66 - $180,46.7%,148,$210,
/adidas-ultra-boost-mid-ronnie-fieg,12/23/2016,$220,$310,Size 9,,High $531 | Low $132,$240 - $380,22.7%,140,40.9%,$335
/air-jordan-1-retro-high-camo-3m-shadow,08/01/2017,$145,$241,Size 13,,High $899 | Low $140,$159 - $323,33.9%,129,66.2%,$275
/adidas-ultra-boost-mid-kith-x-nonnative,11/24/2017,$240,$210,Size 11.5,,High $376 | Low $100,$159 - $261,24.2%,121,$220,
/jordan-2-retro-just-don-beach,01/30/2016,$650,$550,Size 9.5,,High $753 | Low $265,$487 - $613,11.4%,119,$563,
/adidas-ultra-boost-4-0-chinese-new-year-2018,01/01/2018,$180,$120,Size 10.5,,High $380 | Low $120,$84 - $156,30.1%,110,$203,
/nike-air-max-97-country-camo-italy,12/21/2017,$180,$118,Size 8,,High $300 | Low $85,$64 - $172,46.0%,107,$170,
/adidas-nmd-r1-neighborhood-x-invincible,12/29/2017,$200,$270,Size 10,,High $550 | Low $158,$228 - $312,15.7%,105,35.0%,$291
/nike-air-more-uptempo-supreme-red,04/27/2017,$190,"$1,022",Size 9.5,,"High $2,000 | Low $600","$909 - $1,135",11.1%,100,437.9%,"$1,060"
/air-jordan-1-retro-high-homage-to-home,04/21/2018,$160,$795,Size 12,,"High $1,399 | Low $406",$681 - $909,14.3%,99,396.9%,$739
/kobe-6-grinch,12/25/2010,$130,"$1,174",Size 11,,"High $4,000 | Low $530","$870 - $1,478",25.9%,94,803.1%,"$1,501"
/jordan-8-retro-doernbecher,11/23/2014,$190,$920,Size 10.5,,"High $1,450 | Low $486","$701 - $1,139",23.9%,93,384.2%,$790
/nike-air-more-uptempo-supreme-gold,04/27/2017,$190,$500,Size 9,,High $799 | Low $399,$446 - $554,10.7%,91,163.2%,$499
/nike-air-max-1-sport-red-2017,03/04/2017,$140,$403,Size 9,,High $573 | Low $120,$333 - $473,17.4%,89,188.0%,$326
/nike-dunk-sb-low-diamond-supply-co-tiffany,08/01/2005,,"$4,450",Size 10.5,,"High $4,550 | Low $650","$3,853 - $5,047",13.4%,83,"$2,401",
/adidas-nmd-r1-bape-black-camo,11/26/2016,$150,$457,Size 8,,High $700 | Low $210,$356 - $558,22.2%,81,204.7%,$364
/nike-air-max-97-country-camo-france,12/21/2017,$180,$257,Size 9,,High $304 | Low $74,$186 - $328,27.7%,77,42.8%,$202
/adidas-ultra-boost-mid-run-thru-time,07/19/2017,$200,$115,Size 10,,High $194 | Low $26,$84 - $146,26.8%,73,$115,
/jordan-4-retro-doernbecher,11/08/2011,$175,"$2,000",Size 12,,"High $3,999 | Low $861","$1,338 - $2,662",33.1%,66,1042.9%,"$1,566"
/adidas-tennis-hu-pharrell-multi-color,07/28/2017,$130,$234,Size 8,,High $253 | Low $80,$185 - $284,21.2%,59,80.1%,$142
/jordan-4-retro-white-laser,05/14/2005,$200,$300,Size 11.5,,High $599 | Low $275,$215 - $385,28.4%,56,50.0%,$386
/adidas-nmd-hu-pharrell-williams-scarlet,09/29/2016,$240,$900,Size 11,,"High $1,650 | Low $500","$599 - $1,201",33.4%,55,275.0%,$850
/air-max-lunar90-sp-moon-landing,07/20/2014,$145,$851,Size 9,,"High $1,121 | Low $400",$749 - $953,12.0%,53,486.9%,$799
/nike-air-vapormax-clot-bright-crimson,07/28/2017,$200,$387,Size 9,,High $644 | Low $200,$261 - $513,32.6%,51,93.5%,$406
/jordan-1-retro-black-royal-blue-2001,10/06/2001,$100,$651,Size 11.5,,High $977 | Low $300,$528 - $774,18.9%,51,551.0%,$594
/jordan-3-retro-doernbecher-2013,07/20/2013,$160,$640,Size 10.5,,"High $1,075 | Low $375",$504 - $776,21.2%,50,300.0%,$657
/adidas-yeezy-boost-750-light-brown,02/14/2015,$350,"$1,650",Size 12,,"High $4,633 | Low $1,290","$1,063 - $2,237",35.6%,49,371.4%,"$2,034"
/nike-air-presto-acronym-volt,09/15/2016,$200,$600,Size 13-14/XXL,,High $800 | Low $323,$451 - $749,24.8%,48,200.0%,$524
/nikecraft-mars-yard-shoe-2pt0-tom-sachs-space-camp,06/08/2017,$200,"$5,913",Size 9.5,,"High $7,000 | Low $1,700","$5,085 - $6,741",14.0%,47,2856.5%,"$4,086"
/nike-dunk-sb-low-blue-lobster,06/20/2009,$92,"$1,660",Size 9,,"High $2,570 | Low $900","$1,350 - $1,970",18.7%,47,1704.3%,"$1,532"
/adidas-nmd-hu-pharrell-williams-tangerine,09/29/2016,$240,$499,Size 8,,"High $1,182 | Low $352",$305 - $693,38.9%,43,107.9%,$636
/nike-lebron-15-zip-kith-rose-gold,12/30/2017,$200,$458,Size 11,,High $800 | Low $225,$330 - $586,28.1%,42,129.0%,$461
/air-yeezy-2-red-october,02/09/2014,$250,"$8,500",Size 12,,"High $23,206 | Low $5,800","$6,582 - $10,418",22.6%,41,3300.0%,"$8,624"
/air-jordan-12-retro-psny-olive,06/28/2017,$300,$500,Size 8.5,,High $692 | Low $250,$416 - $584,16.7%,38,66.7%,$451
/air-jordan-12-retro-psny-bordeaux,06/28/2017,$300,$861,Size 10.5,,High $900 | Low $360,"$695 - $1,027",19.3%,37,187.0%,$548
/nike-dunk-sb-low-supreme-ny-red-cement-2012,07/19/2012,$148,"$2,225",Size 11,,"High $3,201 | Low $1,260","$1,922 - $2,528",13.6%,36,1403.4%,"$1,956"
/jordan-5-retro-doernbecher,09/14/2013,$180,$800,Size 9.5,,"High $1,400 | Low $675",$606 - $994,24.2%,35,344.4%,$896
/nike-lebron-15-lifestyle-kith-concrete,12/30/2017,$230,$415,Size 10.5,,High $550 | Low $180,$327 - $503,21.2%,34,80.4%,$330
/nike-lebron-15-lifestyle-kith-stained-glass,12/30/2017,$230,$495,Size 13,,High $719 | Low $267,$387 - $603,21.7%,34,115.2%,$461
/asics-gel-lyte-3-ronnie-fieg-militia,11/22/2016,$250,$411,Size 9.5,,High $632 | Low $270,$367 - $455,10.7%,34,64.4%,$424
/vans-og-sk8-hi-odd-future-donut,09/23/2016,$80,$200,Size 10.5,,High $400 | Low $95,$130 - $270,35.1%,32,150.0%,$218
/adidas-ultra-boost-sns-tee-time,01/22/2016,$180,$765,Size 9,,"High $1,000 | Low $425",$633 - $897,17.2%,32,325.0%,$635
/nike-air-ship-new-beginnings-pack,02/12/2020,$175,$700,Size 11.5,,"High $1,863 | Low $350",$512 - $888,26.8%,31,300.0%,$883
/air-jordan-1-retro-black-blue-satin-2017,04/01/2017,$175,"$1,750",Size 11,,"High $3,000 | Low $1,051","$1,382 - $2,118",21.1%,31,900.0%,"$1,752"
/adidas-nmd-grey-camo,04/09/2016,$170,$205,Size 13.5,,High $295 | Low $110,$151 - $259,26.1%,28,20.6%,$204
/puma-disc-blaze-bape-camo-green,12/12/2015,$189,$308,Size 8.5,,High $500 | Low $160,$243 - $373,21.1%,28,63.0%,$288
/adidas-nemeziz-tango-17-ultra-boost-triple-black,07/06/2017,$200,$203,Size 11,,High $288 | Low $85,$163 - $243,19.6%,27,1.5%,$177
/lebron-8-v-2-low-solar-red,08/01/2011,$150,$350,Size 12,,High $475 | Low $155,$275 - $425,21.5%,27,133.3%,$353
/adidas-nmd-pharrell-hu-human-race-yellow,07/22/2016,$240,$880,Size 9.5,,"High $2,000 | Low $770","$494 - $1,266",43.8%,27,266.7%,"$1,376"
/nike-air-vapormax-oreo,04/27/2017,$190,$230,Size 11,,High $500 | Low $175,$164 - $296,28.8%,27,21.1%,$339
/adidas-y-3-pure-boost-white-black,09/01/2017,$400,$340,Size 8.5,,High $415 | Low $179,$275 - $405,19.0%,26,$281,
/asics-gel-lyte-iii-ronnie-fieg-super-green,05/21/2016,$250,$568,Size 9,,High $810 | Low $425,$474 - $661,16.5%,23,127.1%,$523
/vans-era-95-reissue-fog,10/05/2016,$100,$611,Size 9.5,,"High $1,600 | Low $500",$257 - $965,57.9%,23,511.0%,"$1,020"
/nike-dunk-sb-low-what-the-dunk,10/01/2007,$120,"$8,709",Size 9,,"High $9,638 | Low $4,582","$7,824 - $9,594",10.2%,22,7157.5%,"$7,301"
/adidas-ultra-boost-wood-wood-black,02/27/2016,$180,$650,Size 12,,High $710 | Low $238,$520 - $780,20.0%,22,261.3%,$485
/nike-flyknit-trainer-multi-color,,,$290,Size 7.5,,High $450 | Low $120,$223 - $357,23.1%,22,$262,
/jordan-4-retro-black-laser,08/20/2005,$175,"$1,320",Size 8,,"High $2,499 | Low $350","$762 - $1,878",42.3%,21,654.3%,$839
/air-jordan-1-retro-high-camo-3m-bred,09/01/2017,$145,$340,Size 9,,High $600 | Low $249,$253 - $427,25.5%,21,134.5%,$396
/saucony-shadow-5000-end-burger,05/01/2014,$135,$300,Size 8.5,,High $482 | Low $222,$244 - $356,18.6%,20,122.2%,$358
/jordan-2-retro-doernbecher-peacock,11/09/2007,$140,$750,Size 7.5,,"High $1,050 | Low $530",$631 - $869,15.8%,19,435.7%,$709
/air-jordan-8-retro-white-aqua-w,09/22/2007,$140,$279,Size 12W,,High $400 | Low $135,$217 - $341,22.1%,18,99.3%,$260
/jordan-13-retro-premio-bin-23,08/21/2010,$175,"$1,425",Size 11,,"High $1,800 | Low $920","$1,184 - $1,666",16.9%,18,714.3%,"$1,194"
/asics-gel-lyte-iii-afew-koi,05/30/2015,$170,"$1,071",Size 9.5,,"High $1,728 | Low $500","$718 - $1,424",32.9%,17,530.0%,$870
/nike-air-mag-back-to-the-future,09/08/2011,,"$13,333",Size 11,,"High $17,000 | Low $7,600","$11,422 - $15,244",14.3%,16,"$11,295",
/adidas-ace16-ultra-boost-kith-vapor-pink,06/02/2017,$220,$334,Size 8,,High $334 | Low $150,$286 - $382,14.4%,16,51.7%,$234
/lebron-x-celebration-pack,08/10/2013,$500,"$2,500",Size 11,,"High $2,500 | Low $1,350","$2,238 - $2,762",10.5%,15,400.0%,"$1,915"
/foamposite-one-paranorman,08/01/2012,,"$4,600",Size 9.5,,"High $6,000 | Low $2,250","$3,712 - $5,488",19.3%,15,"$4,171",
/jordan-7-retro-premio-bin-23,11/26/2010,$175,$800,Size 11.5,,"High $1,975 | Low $650","$417 - $1,183",47.9%,15,357.1%,$911
/adidas-human-race-nmd-hu-pharrell-you-nerd,11/04/2017,$240,"$3,000",Size 11,,"High $3,000 | Low $1,150","$2,299 - $3,701",23.4%,14,1150.0%,"$1,932"
/jordan-13-og-flint-1997,02/14/1998,$150,$600,Size 10,,High $800 | Low $253,$462 - $738,23.0%,14,300.0%,$543
/adidas-nmd-nice-kicks,02/06/2016,$170,$527,Size 8,,"High $1,064 | Low $480",$365 - $689,30.8%,13,210.0%,$665
/jordan-1-retro-black-metallic-gold-2013,04/13/2013,$140,"$1,750",Size 10.5,,"High $2,500 | Low $1,000","$1,366 - $2,134",21.9%,13,1150.0%,"$1,688"
/adidas-ultra-boost-uncaged-hypebeast,12/12/2015,$180,$774,Size 11,,High $800 | Low $350,$622 - $926,19.7%,12,330.0%,$643
/asics-gel-lyte-iii-ronnie-fieg-flamingo,08/02/2013,$150,"$1,182",Size 8,,"High $1,182 | Low $500","$971 - $1,393",17.8%,11,688.0%,$720
/air-jordan-1-retro-high-new-beginnings-pack,02/12/2020,$175,"$1,384",Size 10,,"High $2,500 | Low $800","$949 - $1,819",31.4%,11,690.9%,"$1,231"
/air-jordan-12-retro-psny-wheat,06/28/2017,$300,$535,Size 11.5,,High $699 | Low $325,$405 - $665,24.2%,11,78.3%,$507
/nike-air-force-1-low-vlone-2017,02/11/2017,$250,"$2,717",Size 11.5,,"High $6,000 | Low $2,000","$1,502 - $3,932",44.7%,11,986.8%,"$4,246"
/new-balance-999-concepts-the-kennedy,04/16/2011,$150,$650,Size 12,,"High $1,350 | Low $460",$407 - $893,37.3%,11,333.3%,$747
/jordan-23-titanium,01/25/2008,$230,$750,Size 12,,"High $1,225 | Low $442",$515 - $985,31.3%,10,226.1%,$868
/nike-sb-blazer-supreme-nyc-black-2006,04/21/2006,$180,"$2,500",Size 9.5,,"High $2,800 | Low $1,425","$2,025 - $2,975",19.0%,10,1288.9%,"$2,132"
/diadora-n9000-packer-shoes-x-raekwon-purple-tape,08/20/2015,$200,$711,Size 11,,High $800 | Low $300,$547 - $875,23.1%,10,255.5%,$509
/kd-4-nerf,12/17/2011,$125,"$1,500",Size 11.5,,"High $1,950 | Low $455","$1,077 - $1,923",28.2%,10,1100.0%,"$1,160"
/nike-flyknit-lunar1-supreme-nyc-black,10/03/2013,$150,$701,Size 9.5,,"High $1,385 | Low $551",$462 - $940,34.1%,10,367.3%,$850
/new-balance-997pt5-phantaci,07/15/2016,$200,$167,Size 9,,High $450 | Low $167,$80 - $254,52.0%,9,$287,
/kd-4-weatherman,12/10/2011,$95,"$1,200",Size 11.5,,"High $1,200 | Low $200","$923 - $1,477",23.1%,9,1163.2%,$768
/diadora-intrepid-kith-from-seoul-to-rio,08/20/2016,$180,$379,Size 10,,High $675 | Low $379,$274 - $484,27.7%,8,110.6%,$492
/jordan-7-retro-miro,07/03/2008,$175,$910,Size 9.5,,"High $1,500 | Low $900","$689 - $1,131",24.2%,8,420.0%,"$1,143"
/jordan-2-retro-eminem-the-way-i-am,12/18/2008,$110,"$2,875",Size 14,,"High $3,800 | Low $2,024","$2,355 - $3,395",18.1%,8,2513.6%,"$3,162"
/adidas-nmd-friends-and-family-pitch-black,07/30/2016,,$450,Size 7.5,,"High $1,749 | Low $450",$31 - $869,93.1%,7,$829,
/adidas-zx-flux-clot-rwb,03/28/2015,$110,$115,Size 8.5,,High $145 | Low $50,$81 - $149,29.7%,7,4.5%,$109
/vans-sk8-hi-supreme-black-checker-logo,10/20/2016,$110,$902,Size 10.5,,High $902 | Low $250,"$701 - $1,102",22.3%,7,719.7%,$476
/air-max-1-patta-5th-anniv-green,09/29/2009,$110,"$2,218",Size 12,,"High $2,400 | Low $1,375","$1,895 - $2,540",14.6%,7,1916.0%,"$1,849"
/air-yeezy-1-zen-grey,04/04/2009,$250,"$2,840",Size 8.5,,"High $3,500 | Low $1,800","$2,317 - $3,363",18.4%,7,1035.9%,"$2,805"
/dunk-high-pro-sb-supreme-blue-stars,08/08/2003,$75,"$4,000",Size 9.5,,"High $5,250 | Low $2,196","$2,914 - $5,086",27.2%,7,5233.3%,"$3,948"
/vans-style-36-blends-bones,03/11/2017,,$256,Size 10,,"High $1,000 | Low $256",$12 - $500,95.5%,7,$459,
/lebron-1-air-zoom-generation-wheat-all-star,02/13/2004,$110,$198,Size 10,,High $270 | Low $132,$156 - $240,21.0%,7,80.0%,$196
/air-max-1-112-pack,07/12/2008,$100,$745,Size 8,,High $910 | Low $600,$644 - $846,13.5%,6,645.0%,$721
/adidas-nmd-hu-pharrell-williams-friends-and-family-burgundy,07/01/2016,,"$2,750",Size 11.5,,"High $7,224 | Low $500","$473 - $5,027",82.8%,6,"$4,069",
/jordan-4-retro-eminem-carhartt,11/23/2015,,"$16,725",Size 10.5,,"High $16,725 | Low $7,700","$13,408 - $20,042",19.8%,6,"$12,138",
/adidas-human-race-nmd-pharrell-x-chanel,11/21/2017,"$1,160","$4,058",Size 7,,"High $10,300 | Low $4,037","$1,895 - $6,221",53.3%,6,249.8%,"$6,074"
/a-bathing-ape-bapesta-ronnie-fieg-fiegsta-sand,09/17/2016,$300,$800,Size 42,,High $899 | Low $360,$604 - $996,24.5%,5,166.7%,$635
/air-max-95-stash,03/25/2006,,$475,Size 11,,High $579 | Low $337,$394 - $556,17.0%,5,$449,
