Name,Release Date,Retail Price,Sale Price,Size,Sale Date,52wk High|Low,12mo Trade Range,Volatility,# of Sales,Price Premium,Avg Resale Price
/nike-sb-dunk-low-infrared-orange-label,01/20/2020,$100,$297,10,"Sunday, October 4, 2020",High $485 | Low $100,$277 - $316,6.6%,3535,196.4%,$165
/adidas-yeezy-boost-350-v2-beluga-2-0,11/25/2017,$220,$571,7,"Sunday, October 4, 2020",High $975 | Low $300,$517 - $625,9.5%,3390,159.5%,$565
/jordan-11-retro-legend-blue-2014,12/20/2014,$200,$395,9,"Sunday, October 4, 2020",High $630 | Low $220,$337 - $453,14.7%,2617,97.5%,$347
/nike-sb-dunk-low-parra,07/27/2019,$100,$420,10,"Sunday, October 4, 2020",High $592 | Low $155,$392 - $448,6.8%,1794,320.0%,$303
/jordan-1-retro-bred-2016,09/03/2016,$160,$850,10,"Saturday, October 3, 2020","High $1,420 | Low $210","$675 - $1,025",20.5%,1723,431.3%,$662
/nike-air-max-90-recraft-sail,12/21/2019,$150,$141,11.5,"Saturday, October 3, 2020",High $300 | Low $25,$91 - $191,35.2%,859,$116,
/nike-air-force-1-low-day-of-the-dead-2019,10/25/2019,$100,$145,13,"Sunday, October 4, 2020",High $700 | Low $60,$87 - $203,39.7%,5355,45.0%,$136
/air-jordan-1-retro-high-phantom-gym-red,03/30/2019,$160,$249,13,"Sunday, October 4, 2020",High $592 | Low $55,$174 - $324,30.2%,3982,55.6%,$206
/air-jordan-1-retro-high-black-white-w,05/10/2019,$160,$766,6.5W,"Sunday, October 4, 2020","High $1,059 | Low $180",$669 - $863,12.7%,3864,378.8%,$454
/nike-sb-dunk-high-paul-rodriguez-mexico,01/21/2020,$125,$264,10,"Sunday, October 4, 2020",High $398 | Low $88,$241 - $287,8.7%,3686,110.9%,$169
/nike-sb-dunk-low-infrared-orange-label,01/20/2020,$100,$297,10,"Sunday, October 4, 2020",High $485 | Low $100,$277 - $316,6.6%,3535,196.4%,$165
/adidas-yeezy-boost-350-v2-beluga-2-0,11/25/2017,$220,$571,7,"Sunday, October 4, 2020",High $975 | Low $300,$517 - $625,9.5%,3389,159.5%,$565
/nike-blazer-high-sacai-snow-beach,05/30/2019,$140,$362,8.5,"Sunday, October 4, 2020",High $650 | Low $130,$308 - $416,14.9%,1829,158.6%,$279
/adidas-yeezy-boost-700-v2-inertia,09/07/2019,$300,$385,12,"Sunday, October 4, 2020",High $590 | Low $221,$330 - $440,14.2%,1769,28.3%,$349
/air-jordan-1-retro-top-3,11/28/2016,$160,$660,10.5,"Sunday, October 4, 2020","High $1,288 | Low $165",$542 - $778,17.9%,928,312.5%,$569
/adidas-yeezy-boost-380-alien,12/12/2019,$230,$405,11.5,"Saturday, October 3, 2020","High $1,320 | Low $300",$379 - $431,6.5%,8572,76.1%,$450
/air-jordan-13-retro-lakers,07/20/2019,$190,$189,15,"Sunday, October 4, 2020",High $333 | Low $100,$159 - $219,15.9%,3244,$172,
/air-jordan-4-retro-white-black-bright-crimson,03/02/2019,$190,$210,11.5,"Sunday, October 4, 2020",High $568 | Low $80,$177 - $243,15.5%,3167,10.5%,$169
/air-jordan-1-retro-high-chicago-crystal,12/14/2018,$160,$739,10,"Sunday, October 4, 2020",High $932 | Low $211,$659 - $818,10.7%,2719,361.6%,$484
/adidas-yeezy-boost-350-v2-true-form,03/16/2019,$220,$418,12,"Saturday, October 3, 2020",High $750 | Low $204,$317 - $519,24.1%,2612,90.0%,$417
/nike-zoom-terra-kiger-5-off-white-white-w,06/24/2019,$180,$240,9.5W,"Saturday, October 3, 2020",High $461 | Low $141,$201 - $279,16.1%,2539,33.3%,$264
/air-jordan-13-retro-he-got-game-2018,08/04/2018,$190,$355,13,"Saturday, October 3, 2020",High $542 | Low $151,$297 - $413,16.2%,1709,86.8%,$306
/nike-air-vapormax-off-white-black,03/30/2018,$250,$967,6.5,"Sunday, October 4, 2020","High $1,664 | Low $405","$814 - $1,120",15.8%,805,286.8%,$802
/adidas-yeezy-500-soft-vision,11/02/2019,$200,$619,6,"Sunday, October 4, 2020",High $793 | Low $200,$507 - $731,18.0%,10843,209.5%,$307
/air-jordan-1-mid-se-fearless-maison-chateau-rouge,11/30/2019,$130,$454,13,"Sunday, October 4, 2020","High $1,400 | Low $145",$349 - $558,23.1%,8673,248.8%,$260
/air-jordan-1-retro-high-fearless-zoom,12/07/2019,$175,$216,9.5,"Sunday, October 4, 2020",High $517 | Low $100,$194 - $238,10.3%,8336,23.4%,$179
/nike-dunk-low-viotech-2019,12/10/2019,$120,$388,7.5,"Saturday, October 3, 2020",High $548 | Low $130,$341 - $435,12.1%,5456,223.3%,$205
/adidas-yeezy-boost-350-v2-synth,06/22/2019,$220,$409,11.5,"Saturday, October 3, 2020",High $999 | Low $185,$302 - $516,26.3%,2354,85.9%,$398
/nike-ld-waffle-sacai-blue-multi,05/30/2019,$155,$625,9.5,"Saturday, October 3, 2020",High $979 | Low $400,$534 - $716,14.6%,1827,303.2%,$621
/air-jordan-6-retro-black-infrared-2019-gs,02/16/2019,$140,$190,4.5Y,"Sunday, October 4, 2020",High $295 | Low $110,$173 - $207,9.0%,1695,35.7%,$183
/adidas-nmd-hu-pharrell-solar-pack-orange,08/18/2018,$250,$295,11,"Sunday, October 4, 2020",High $459 | Low $125,$275 - $315,6.8%,1666,18.0%,$210
/nike-air-force-1-low-off-white-black-white,12/19/2018,$170,"$1,165",11,"Sunday, October 4, 2020","High $1,900 | Low $502","$1,027 - $1,303",11.9%,1200,585.3%,$993
/nike-air-max-1-atmos-animal-pack-2-2018-black-box,03/17/2018,$160,$375,8,"Saturday, October 3, 2020",High $740 | Low $220,$293 - $457,21.8%,875,134.4%,$415
/adidas-pharrell-tennis-hu-human-made-white-red,09/28/2019,$130,$76,10.5,"Sunday, October 4, 2020",High $209 | Low $50,$58 - $94,24.2%,558,$90,
/air-jordan-1-retro-high-off-white-chicago,09/09/2017,$190,"$3,903",10,"Sunday, October 4, 2020","High $6,650 | Low $2,500","$3,661 - $4,145",6.2%,441,1954.2%,"$4,035"
/air-jordan-1-mid-se-fearless-edison-chen,12/07/2019,$130,$345,11,"Saturday, October 3, 2020","High $1,026 | Low $217",$291 - $399,15.6%,5263,165.4%,$381
/nike-ld-waffle-sacai-dark-grey-black-anthracite,09/12/2019,$160,$612,6,"Sunday, October 4, 2020",High $822 | Low $250,$559 - $665,8.7%,3886,282.5%,$564
/air-jordan-4-retro-olivia-kim-no-cover-w,11/08/2019,$190,$323,7W,"Sunday, October 4, 2020",High $480 | Low $70,$273 - $371,15.2%,2242,69.6%,$215
/air-jordan-3-retro-tinker-hatfield,03/24/2018,$200,$271,9,"Sunday, October 4, 2020",High $445 | Low $151,$250 - $292,7.7%,1710,35.5%,$226
/nike-air-max-1-97-sean-wotherspoon-na,03/26/2018,$160,"$1,600",13,"Saturday, October 3, 2020","High $2,500 | Low $646","$1,316 - $1,884",17.8%,1365,900.0%,"$1,112"
/nike-lebron-7-fairfax-away-2020,03/06/2020,$200,$200,15,"Sunday, October 4, 2020",High $369 | Low $86,$171 - $229,14.4%,1148,$173,
/nike-air-force-1-low-off-white-volt,12/19/2018,$170,"$1,000",10,"Sunday, October 4, 2020","High $1,500 | Low $500","$874 - $1,126",12.6%,1118,488.2%,$939
/air-jordan-4-retro-raptors,08/18/2018,$200,$355,12,"Saturday, October 3, 2020",High $788 | Low $161,$323 - $387,9.0%,1083,77.5%,$270
/adidas-yeezy-boost-350-v2-steeple-grey-beluga-solar-red,09/24/2016,$220,$876,9,"Saturday, October 3, 2020","High $1,605 | Low $490",$763 - $989,12.9%,884,298.2%,$826
/air-jordan-6-retro-gatorade-green,12/30/2017,$225,$667,7,"Sunday, October 4, 2020",High $700 | Low $200,$565 - $769,15.2%,656,196.4%,$301
/nike-ld-waffle-sacai-white-grey,09/12/2019,$160,$610,9,"Sunday, October 4, 2020",High $767 | Low --,$570 - $650,6.5%,3831,281.3%,$521
/air-jordan-14-retro-doernbecher-2019,12/07/2019,$200,$360,10.5,"Sunday, October 4, 2020",High $700 | Low $198,$249 - $471,30.7%,2513,80.0%,$300
/air-jordan-1-retro-high-homage-to-home-nn,05/19/2018,$160,$450,11.5,"Saturday, October 3, 2020",High $762 | Low $195,$354 - $546,21.3%,2013,181.3%,$385
/nike-air-presto-off-white-white-2018,08/03/2018,$160,$685,8,"Sunday, October 4, 2020","High $1,818 | Low $400",$719 - $881,10.1%,1998,400.0%,$719
/nike-air-max-1-anniversary-red-2017-restock,09/21/2017,$140,$282,9,"Sunday, October 4, 2020",High $553 | Low $110,$250 - $312,10.9%,1899,100.9%,$214
/nike-adapt-bb-black-pure-platinum,02/17/2019,$350,$350,9,"Saturday, October 3, 2020",High $607 | Low $150,$299 - $401,14.7%,1514,$371,
/nike-air-presto-off-white-black-2018,07/27/2018,$160,"$1,030",10,"Saturday, October 3, 2020","High $1,605 | Low $477","$890 - $1,170",13.6%,1396,543.8%,$865
/nike-air-max-1-tinker-sketch,07/13/2019,$150,$275,13,"Sunday, October 4, 2020",High $375 | Low $63,$244 - $306,11.2%,1241,83.3%,$201
/air-jordan-1-retro-high-union-los-angeles-black-toe,11/17/2018,$190,"$1,745",9.5,"Sunday, October 4, 2020","High $2,999 | Low $800","$1,425 - $2,065",18.4%,1068,818.4%,"$1,470"
/nike-sb-dunk-low-raygun-tie-dye,12/28/2019,$100,$340,9.5,"Sunday, October 4, 2020",High $450 | Low $176,$309 - $371,9.1%,7664,240.0%,$256
/air-jordan-11-retro-low-snake-navy-2019,04/19/2019,$185,$245,13,"Saturday, October 3, 2020",High $406 | Low $74,$209 - $281,14.7%,2979,32.4%,$210
/nike-air-max-1-london,03/19/2020,$160,$351,9,"Sunday, October 4, 2020",High $685 | Low $185,$288 - $413,17.8%,2815,119.0%,$283
/nike-sb-dunk-low-supreme-jewel-swoosh-silver,09/14/2019,$110,$288,9.5,"Saturday, October 3, 2020",High $700 | Low $121,$267 - $309,7.4%,2814,161.8%,$226
/nike-kyrie-5-spongebob-patrick,08/10/2019,$130,$329,13,"Saturday, October 3, 2020",High $425 | Low $101,$291 - $367,11.4%,2167,153.1%,$220
/air-jordan-1-retro-high-sports-illustrated,12/27/2018,$160,$223,10.5,"Saturday, October 3, 2020",High $352 | Low $75,$176 - $270,21.0%,2126,39.4%,$174
/air-jordan-1-retro-high-black-mushroom-w,08/01/2019,$145,$557,5.5W,"Saturday, October 3, 2020",High $650 | Low $148,$454 - $660,18.4%,1396,284.1%,$275
/air-jordan-13-retro-playoffs-2017,08/19/2017,$190,$392,12,"Saturday, October 3, 2020",High $699 | Low $90,$357 - $427,8.8%,1169,106.3%,$276
/air-jordan-7-retro-patta-shimmer,06/15/2019,$200,$235,11,"Sunday, October 4, 2020",High $438 | Low $102,$193 - $277,17.8%,1051,17.5%,$214
/jordan-11-retro-playoffs-2012,12/21/2012,$180,$380,14,"Sunday, October 4, 2020",High $592 | Low $225,$314 - $446,17.4%,1048,111.1%,$361
/nike-air-max-90-recraft-hyper-grape-w,01/09/2020,$140,$85,8.5W,"Friday, October 2, 2020",High $195 | Low $45,$73 - $97,14.2%,958,$106,
/air-jordan-9-retro-racer-blue,01/25/2020,$190,$211,9,"Sunday, October 4, 2020",High $350 | Low $100,$196 - $226,7.3%,4837,11.1%,$178
/nike-daybreak-undercover-blue-jay,06/07/2019,$160,$149,13,"Saturday, October 3, 2020",High $298 | Low $70,$110 - $188,26.4%,1866,$160,
/nike-classic-cortez-stranger-things-sail,08/13/2019,$120,$126,9,"Sunday, October 4, 2020",High $200 | Low $37,$113 - $139,10.0%,1820,5.0%,$96
/air-jordan-1-mid-white-black-teal-tint-gs,08/01/2019,$100,$330,6Y,"Saturday, October 3, 2020",High $515 | Low $117,$267 - $393,19.1%,1454,230.0%,$196
/nike-air-tailwind-79-stranger-things-sail,08/13/2019,$120,$157,8,"Saturday, October 3, 2020",High $237 | Low $61,$132 - $182,16.1%,1288,30.8%,$125
/air-jordan-1-retro-high-union-los-angeles-blue-toe,11/17/2018,$190,"$1,933",8.5,"Friday, October 2, 2020","High $3,000 | Low $900","$1,628 - $2,238",15.8%,946,917.4%,"$1,426"
/air-jordan-xxxiv-bayou-boys,03/13/2020,$195,$352,11,"Saturday, October 3, 2020",High $492 | Low $222,$325 - $379,7.8%,848,80.5%,$303
/air-jordan-6-retro-unc,12/02/2017,$190,$490,12,"Saturday, October 3, 2020",High $644 | Low $175,$429 - $551,12.4%,599,157.9%,$328
/air-jordan-13-retro-altitudes-2017,12/21/2017,$190,$275,11.5,"Sunday, October 4, 2020",High $415 | Low $80,$139 - $221,22.8%,564,$218,
/adidas-nmd-r1-japan-triple-black,08/11/2017,$180,$340,8.5,"Saturday, October 3, 2020",High $432 | Low $100,$262 - $418,22.8%,367,88.9%,$273
/jordan-4-retro-oregon-ducks,01/01/2012,,"$2,000",7,"Saturday, October 3, 2020","High $6,015 | Low $2,000","$381 - $3,619",80.9%,9,"$3,516",
/nike-react-element-55-kendrick-lamar,11/05/2019,$150,$343,11,"Saturday, October 3, 2020",High $360 | Low $95,$293 - $392,14.4%,6587,128.2%,$179
/air-jordan-1-low-sb-desert-ore,12/09/2019,$120,$279,11,"Sunday, October 4, 2020",High $316 | Low $86,$260 - $298,6.8%,5037,132.4%,$162
/air-jordan-1-retro-high-85-varsity-red,02/08/2020,$200,$618,10,"Sunday, October 4, 2020","High $1,625 | Low $120",$584 - $650,5.3%,4752,208.5%,$730
/nike-air-force-1-low-clot-blue-silk,11/11/2019,$250,$388,6,"Sunday, October 4, 2020","High $1,935 | Low $200",$375 - $401,3.5%,4152,55.2%,$488
/air-jordan-1-retro-high-alternate-black-royal,07/18/2018,$160,$449,12,"Saturday, October 3, 2020","High $1,050 | Low $120",$371 - $526,17.2%,1713,180.3%,$356
/air-jordan-11-retro-low-cool-grey,04/28/2018,$175,$310,9,"Sunday, October 4, 2020",High $463 | Low $146,$279 - $341,10.1%,1429,77.1%,$247
/nike-zoom-fly-off-white-black-silver,10/13/2018,$170,$527,9,"Sunday, October 4, 2020",High $757 | Low $170,$445 - $607,15.4%,1315,209.5%,$451
/adidas-yeezy-500-desert-rat-moon-yellow,06/09/2018,$200,$323,8.5,"Sunday, October 4, 2020",High $610 | Low $150,$295 - $350,8.5%,1235,61.1%,$297
/jordan-6-retro-infrared-black-2014,11/28/2014,$185,$300,8.5,"Saturday, October 3, 2020",High $445 | Low $160,$264 - $336,11.9%,915,62.0%,$264
/air-jordan-11-retro-heiress-black-gs,11/24/2017,$220,$373,5.5Y,"Friday, October 2, 2020",High $500 | Low $105,$297 - $449,20.4%,881,69.5%,$217
/nike-air-max-1-susan-missing-link,04/12/2019,$170,$404,8.5,"Sunday, October 4, 2020",High $543 | Low $175,$351 - $455,13.0%,789,137.1%,$317
/air-jordan-6-retro-gatorade-like-mike-white,12/16/2017,$190,$198,10.5,"Sunday, October 4, 2020",High $393 | Low $95,$150 - $246,24.1%,730,4.2%,$206
/air-jordan-1-retro-high-gatorade-orange-peel,12/26/2017,$175,$225,11,"Saturday, October 3, 2020",High $365 | Low $95,$191 - $259,15.1%,657,28.6%,$182
/nike-air-force-1-low-travis-scott-sail,08/10/2018,$150,$799,7,"Saturday, October 3, 2020","High $1,728 | Low $546",$616 - $982,22.9%,617,432.7%,$949
/nike-air-force-1-low-olivia-kim-no-cover-w,12/08/2019,$120,$71,12W,"Saturday, October 3, 2020",High $320 | Low $25,$57 - $85,19.3%,516,$99,
/nike-react-presto-undercover-white,01/28/2020,$180,$152,12,"Sunday, October 4, 2020",High $531 | Low $40,$135 - $169,11.4%,446,$174,
/air-jordan-1-retro-reverse-shattered-backboard,10/08/2016,$160,"$1,000",13,"Saturday, October 3, 2020","High $1,568 | Low $300","$898 - $1,102",10.2%,397,525.0%,$772
/jordan-3-retro-white-cement-88-dunk-contest-2013,02/06/2013,$200,$705,8.5,"Friday, October 2, 2020","High $1,049 | Low $345",$613 - $797,13.0%,364,252.5%,$570
/nike-air-force-1-low-what-the-nyc,10/17/2019,$130,$300,6,"Saturday, October 3, 2020","High $1,499 | Low $135",$241 - $359,19.5%,4351,130.8%,$279
/nike-kobe-5-protro-chaos,01/03/2019,$175,$436,9.5,"Sunday, October 4, 2020",High $750 | Low $112,$341 - $531,21.7%,3057,149.1%,$325
/air-jordan-1-retro-high-turbo-green-gs,02/15/2019,$120,$590,5Y,"Sunday, October 4, 2020",High $794 | Low $173,$523 - $657,11.3%,1932,391.7%,$321
/nike-sb-dunk-low-ben-g,10/05/2019,$100,$200,10,"Saturday, October 3, 2020",High $300 | Low $57,$162 - $238,19.1%,1901,100.0%,$126
/nike-kobe-4-protro-undefeated-los-angeles-lakers,08/24/2019,$180,$418,8,"Saturday, October 3, 2020","High $1,250 | Low $85",$354 - $482,15.2%,1806,132.2%,$355
/adidas-yeezy-boost-350-v2-static-reflective,12/26/2018,$220,$400,14,"Saturday, October 3, 2020","High $1,289 | Low $285",$270 - $530,32.4%,1785,81.8%,$620
/air-jordan-1-retro-high-patent-gold-toe,02/10/2018,$160,$352,11,"Friday, October 2, 2020",High $801 | Low $210,$243 - $461,30.9%,1521,120.0%,$390
/nike-kyrie-2-low-spongebob-mr-krabs,08/10/2019,$120,$265,10,"Saturday, October 3, 2020",High $391 | Low $124,$235 - $295,11.3%,1479,120.8%,$215
/adidas-solar-hu-glide-human-made-white-red,09/25/2019,$180,$115,9,"Sunday, October 4, 2020",High $231 | Low $80,$96 - $134,16.4%,1223,$126,
/nike-dunk-low-comme-des-garcons-print-w,05/14/2020,$260,$159,8W,"Saturday, October 3, 2020",High $675 | Low $115,$109 - $209,31.3%,756,$329,
/air-jordan-3-retro-jth-bio-beige,08/28/2018,$250,$345,11,"Saturday, October 3, 2020",High $435 | Low $175,$315 - $375,8.8%,715,38.0%,$280
/adidas-ultra-boost-4-game-of-thrones-white-walkers,03/22/2019,$180,$180,9,"Sunday, October 4, 2020",High $405 | Low $70,$119 - $241,34.2%,633,$253,
/adidas-ultra-boost-4-game-of-thrones-targaryen,03/22/2019,$200,$200,7,"Saturday, October 3, 2020",High $520 | Low $105,$167 - $233,16.6%,614,$207,
/jordan-1-retro-shattered-backboard,06/27/2015,$160,"$1,250",12,"Saturday, October 3, 2020","High $1,999 | Low $601","$1,068 - $1,432",14.5%,514,681.3%,"$1,214"
/air-jordan-6-retro-aleali-may-w,03/15/2019,$190,$374,7W,"Saturday, October 3, 2020","High $1,135 | Low $260",$232 - $516,37.9%,410,96.8%,$375
/adidas-nmd-r1-japan-triple-white,08/11/2017,$180,$315,12,"Sunday, October 4, 2020",High $666 | Low $66,$229 - $332,18.4%,331,55.6%,$238
/adidas-superstar-jonah-hill,07/11/2020,$140,$116,11,"Sunday, October 4, 2020",High $323 | Low $85,$104 - $128,10.0%,217,$138,
/air-jordan-4-retro-levis-white,06/30/2018,$225,$680,9.5,"Friday, October 2, 2020",High $904 | Low $361,$603 - $757,11.3%,149,202.2%,$601
/nike-air-max-97-neon-seoul,04/13/2019,$200,$235,10,"Friday, October 2, 2020",High $333 | Low $120,$214 - $256,8.8%,2117,17.5%,$207
/nike-kobe-4-protro-undefeated-milwaukee-bucks,08/24/2019,$180,$275,10,"Sunday, October 4, 2020",High $799 | Low $100,$229 - $321,16.9%,1837,52.8%,$234
/air-jordan-1-mid-alternate-think-16,12/13/2018,$110,$161,13,"Friday, October 2, 2020",High $557 | Low $60,$62 - $260,61.3%,1134,46.4%,$155
/air-jordan-1-retro-high-clay-green,05/01/2018,$160,$551,10,"Saturday, October 3, 2020",High $925 | Low $110,$521 - $580,5.3%,886,244.2%,$373
/air-jordan-1-retro-high-no-ls-varsity-red,11/07/2018,$160,$840,12,"Friday, October 2, 2020","High $1,484 | Low $293",$761 - $919,9.4%,862,425.0%,$739
/air-jordan-1-retro-high-nigel-sylvester,09/01/2018,$180,$538,11.5,"Saturday, October 3, 2020",High $778 | Low $231,$479 - $597,11.1%,777,198.9%,$453
/nike-air-max-97-have-a-nike-day,03/01/2019,$170,$330,13,"Sunday, October 4, 2020",High $479 | Low $130,$276 - $384,16.5%,731,94.1%,$221
/nike-air-max-97-silver-bullet-2016,12/14/2016,$170,$340,13,"Friday, October 2, 2020",High $684 | Low $180,$311 - $369,8.6%,697,100.0%,$359
/jordan-11-retro-concord-2011,12/23/2011,$175,$464,9,"Saturday, October 3, 2020",High $616 | Low $151,$386 - $542,16.9%,628,165.1%,$368
/nike-air-mowabb-olivia-kim-no-cover-w,11/08/2019,$190,$179,6W,"Saturday, October 3, 2020",High $375 | Low $80,$143 - $215,20.0%,586,$180,
/nike-lebron-16-watch-the-throne,02/17/2019,$200,$255,9.5,"Saturday, October 3, 2020",High $418 | Low $180,$207 - $303,19.0%,535,27.5%,$251
/nike-react-presto-undercover-black,01/28/2020,$180,$110,6.5,"Sunday, October 4, 2020",High $303 | Low $88,$74 - $146,32.7%,530,$162,
/adidas-yeezy-boost-350-v2-core-black-red,11/23/2016,$220,$875,10.5,"Sunday, October 4, 2020","High $2,250 | Low $517","$739 - $1,011",15.5%,518,297.7%,"$1,097"
/adidas-ultra-boost-4pt0-triple-black,11/30/2017,$200,$135,9.5,"Sunday, October 4, 2020",High $389 | Low $80,$86 - $184,36.3%,429,$216,
/nike-air-max-90-undefeated-white-optic-yellow,12/30/2019,$150,$110,9.5,"Saturday, October 3, 2020",High $307 | Low $30,$75 - $145,31.7%,360,$165,
/adidas-yeezy-boost-750-chocolate-light-brown-gum,10/15/2016,$350,$865,11,"Saturday, October 3, 2020","High $1,450 | Low $520",$741 - $989,14.3%,315,147.1%,$832
/air-jordan-3-retro-quai54-2018,07/07/2018,$180,$292,9,"Friday, October 2, 2020",High $500 | Low $130,$228 - $356,22.0%,299,62.2%,$242
/nike-air-fear-of-god-1-frosted-spruce,06/01/2019,$350,$750,8.5,"Sunday, October 4, 2020","High $1,500 | Low $376",$662 - $838,11.7%,281,114.3%,$603
/nike-air-vapormax-off-white,09/09/2017,$250,"$1,641",12,"Saturday, October 3, 2020","High $2,800 | Low $750","$1,473 - $1,809",10.2%,202,556.4%,"$1,360"
/adidas-yeezy-boost-350-moonrock,11/14/2015,$200,"$1,050",11.5,"Friday, October 2, 2020","High $1,450 | Low $501","$871 - $1,229",17.0%,188,425.0%,$895
/nike-air-max-90-recraft-royal-w,01/09/2020,$140,$175,11W,"Sunday, October 4, 2020",High $250 | Low $50,$150 - $200,14.1%,167,25.0%,$115
/nike-lebron-1-air-zoom-generation-black-white-retro,12/23/2017,$175,$220,11,"Friday, October 2, 2020",High $390 | Low $86,$148 - $292,32.6%,120,25.7%,$197
/air-yeezy-2-solar-red,06/09/2012,$250,"$5,000",10.5,"Saturday, October 3, 2020","High $8,712 | Low $3,501","$3,912 - $6,088",21.8%,25,1900.0%,"$5,405"
/nike-kyrie-5-spongebob-squidward,08/10/2019,$130,$221,9.5,"Saturday, October 3, 2020",High $475 | Low $120,$186 - $256,15.6%,2598,70.0%,$201
/air-jordan-1-mid-facetasm,11/22/2019,$130,$289,10.5,"Friday, October 2, 2020","High $1,500 | Low $160",$244 - $334,15.6%,2596,122.3%,$232
/nike-air-max-1-amsterdam,03/19/2020,$160,$452,11,"Sunday, October 4, 2020","High $1,086 | Low $210",$422 - $481,6.6%,1394,182.1%,$350
/air-jordan-1-retro-high-hyper-royal,07/07/2018,$160,$275,7,"Sunday, October 4, 2020",High $331 | Low $85,$239 - $311,12.9%,1342,71.9%,$160
/nike-pg-3-nasa,01/26/2019,$120,$173,8.5,"Friday, October 2, 2020",High $254 | Low $82,$155 - $191,10.6%,1252,44.2%,$136
/nike-kobe-4-protro-undefeated-phoenix-suns,08/24/2019,$180,$304,10.5,"Friday, October 2, 2020",High $800 | Low $101,$223 - $385,26.7%,1076,68.9%,$238
/air-jordan-1-low-sail-university-gold-black,04/01/2019,$90,$255,10.5,"Saturday, October 3, 2020",High $350 | Low $51,$195 - $315,23.6%,1068,183.3%,$148
/nike-air-force-1-low-clot-rose-gold-silk,01/25/2020,$250,$590,11,"Saturday, October 3, 2020","High $1,350 | Low $350",$477 - $703,19.2%,1013,135.9%,$610
/nike-pg-2-5-playstation-wolf-grey,12/01/2018,$110,$205,9.5,"Sunday, October 4, 2020",High $368 | Low $90,$187 - $223,8.7%,971,86.4%,$172
/nike-cortez-stranger-things-independence-day-pack,07/12/2019,$120,$30,8.5,"Friday, October 2, 2020",High $400 | Low $30,-$22 - $82,174.0%,942,$105,
/adidas-yeezy-700-v2-static,12/29/2018,$300,$730,11,"Friday, October 2, 2020","High $1,045 | Low $419",$623 - $837,14.7%,933,143.3%,$631
/nike-sb-dunk-high-dog-walker,04/20/2019,$110,$499,9.5,"Sunday, October 4, 2020",High $943 | Low $180,$433 - $565,13.1%,893,353.6%,$389
/nike-air-max-97-sh-kaleidoscope,04/13/2019,$200,$454,13,"Friday, October 2, 2020",High $710 | Low $265,$393 - $515,13.4%,830,127.0%,$475
/air-jordan-1-low-sb-vast-grey,06/17/2019,$110,$665,13,"Saturday, October 3, 2020",High $903 | Low $128,$589 - $741,11.4%,768,504.5%,$300
/nike-tailwind-79-og-stranger-things-independence-day-pack,07/12/2019,$120,$215,9.5,"Friday, October 2, 2020",High $400 | Low $70,$194 - $236,9.6%,722,79.2%,$185
/air-jordan-3-retro-international-pack,06/30/2018,$190,$249,12,"Saturday, October 3, 2020",High $342 | Low $120,$225 - $273,9.5%,658,31.1%,$210
/air-jordan-1-retro-high-yellow-ochre,05/09/2018,$160,$530,8.5,"Saturday, October 3, 2020",High $750 | Low $260,$474 - $586,10.5%,577,231.3%,$474
/jordan-4-retro-black-cement-2012,11/01/2012,$160,$375,13,"Saturday, October 3, 2020",High $473 | Low $170,$334 - $416,11.0%,565,134.4%,$301
/nike-air-fear-of-god-1-black,12/15/2018,$395,$768,11.5,"Sunday, October 4, 2020","High $1,349 | Low $565",$625 - $910,18.5%,509,94.4%,$800
/air-jordan-1-retro-high-gatorade-blue-lagoon,12/26/2017,$175,$299,9,"Sunday, October 4, 2020",High $588 | Low $110,$259 - $339,13.5%,497,70.9%,$237
/air-jordan-1-mid-patent-black-white-gold-gs,01/22/2019,$90,$432,5.5Y,"Saturday, October 3, 2020",High $431 | Low $145,$390 - $473,9.6%,483,379.1%,$195
/air-jordan-1-retro-high-satin-shattered-backboard-w,05/05/2018,$160,$975,10.5W,"Saturday, October 3, 2020","High $1,233 | Low $400","$877 - $1,073",10.0%,464,509.4%,$655
/nike-sb-dunk-low-concepts-purple-lobster,12/14/2018,$130,$900,10,"Saturday, October 3, 2020","High $1,450 | Low $331","$747 - $1,053",17.0%,435,592.3%,$696
/nike-lebron-16-low-safari,03/02/2019,$175,$200,12,"Thursday, October 1, 2020",High $356 | Low $101,$159 - $241,20.4%,403,14.3%,$192
/air-jordan-1-retro-high-gatorade-cyber,12/26/2017,$175,$240,11,"Sunday, October 4, 2020",High $476 | Low $110,$187 - $293,22.0%,378,37.1%,$217
/nike-air-max-1-anniversary-obsidian,12/15/2017,$140,$328,7.5,"Saturday, October 3, 2020",High $549 | Low $180,$283 - $373,13.6%,339,134.3%,$345
/adidas-ultra-boost-sneakersnstuff-x-social-status-lux-vintage-white,12/20/2017,$200,$350,10.5,"Thursday, December 14, 2017",High $250 | Low $80,$64 - $156,41.4%,338,$140,
/nike-kyrie-4-lucky-charms,08/04/2018,$120,$308,9.5,"Saturday, October 3, 2020",High $600 | Low $139,$215 - $401,30.0%,303,156.7%,$272
/air-jordan-4-retro-kaws,03/31/2017,$350,"$2,000",12,"Friday, October 2, 2020","High $4,000 | Low $1,000","$1,788 - $2,212",10.6%,282,471.4%,"$1,829"
